Request id,Pickup point,Driver id,Status,Request timestamp.1,Request timestamp.2,Drop timestamp.1,Drop timestamp.2,Day Name,Hour,Slot
5475,City,135,Cancelled,2016/07/15,4:49:57,2016/07/15,4:49:57,Friday,4,Early Morning
5710,City,135,Cancelled,2016/07/15,7:38:39,2016/07/15,7:38:39,Friday,7,Early Morning
1555,Airport,136,Cancelled,2016/07/12,6:10:00,2016/07/12,6:10:00,Tuesday,6,Early Morning
2672,City,136,Cancelled,2016/07/12,23:41:00,2016/07/12,23:41:00,Tuesday,23,Night
3697,Airport,136,Cancelled,2016/07/13,19:49:17,2016/07/13,19:49:17,Wednesday,19,Evening
4928,Airport,136,Cancelled,2016/07/14,18:16:03,2016/07/14,18:16:03,Thursday,18,Evening
5663,City,136,Cancelled,2016/07/15,7:02:11,2016/07/15,7:02:11,Friday,7,Early Morning
164,City,137,Cancelled,2016/07/11,5:40:00,2016/07/11,5:40:00,Monday,5,Early Morning
2985,City,137,Cancelled,2016/07/13,7:05:11,2016/07/13,7:05:11,Wednesday,7,Early Morning
3248,City,137,Cancelled,2016/07/13,10:17:21,2016/07/13,10:17:21,Wednesday,10,Morning
3794,City,137,Cancelled,2016/07/13,20:54:30,2016/07/13,20:54:30,Wednesday,20,Evening
4834,Airport,137,Cancelled,2016/07/14,17:29:15,2016/07/14,17:29:15,Thursday,17,Evening
5517,City,137,Cancelled,2016/07/15,5:11:09,2016/07/15,5:11:09,Friday,5,Early Morning
466,City,138,Cancelled,2016/07/11,9:14:00,2016/07/11,9:14:00,Monday,9,Morning
1678,City,138,Cancelled,2016/07/12,7:39:00,2016/07/12,7:39:00,Tuesday,7,Early Morning
1801,City,138,Cancelled,2016/07/12,9:18:00,2016/07/12,9:18:00,Tuesday,9,Morning
1819,City,138,Cancelled,2016/07/12,9:25:00,2016/07/12,9:25:00,Tuesday,9,Morning
3020,City,138,Cancelled,2016/07/13,7:30:26,2016/07/13,7:30:26,Wednesday,7,Early Morning
3169,Airport,138,Cancelled,2016/07/13,9:13:18,2016/07/13,9:13:18,Wednesday,9,Morning
3495,Airport,138,Cancelled,2016/07/13,17:32:32,2016/07/13,17:32:32,Wednesday,17,Evening
4365,City,138,Cancelled,2016/07/14,7:28:41,2016/07/14,7:28:41,Thursday,7,Early Morning
4562,City,138,Cancelled,2016/07/14,9:48:08,2016/07/14,9:48:08,Thursday,9,Morning
1697,City,139,Cancelled,2016/07/12,7:59:00,2016/07/12,7:59:00,Tuesday,7,Early Morning
1853,City,139,Cancelled,2016/07/12,9:51:00,2016/07/12,9:51:00,Tuesday,9,Morning
2848,City,139,Cancelled,2016/07/13,5:36:09,2016/07/13,5:36:09,Wednesday,5,Early Morning
4327,City,139,Cancelled,2016/07/14,7:07:05,2016/07/14,7:07:05,Thursday,7,Early Morning
4345,City,139,Cancelled,2016/07/14,7:22:16,2016/07/14,7:22:16,Thursday,7,Early Morning
4802,City,139,Cancelled,2016/07/14,17:07:02,2016/07/14,17:07:02,Thursday,17,Evening
1955,Airport,140,Cancelled,2016/07/12,11:47:00,2016/07/12,11:47:00,Tuesday,11,Morning
3840,Airport,140,Cancelled,2016/07/13,21:33:48,2016/07/13,21:33:48,Wednesday,21,Night
4183,City,140,Cancelled,2016/07/14,5:20:42,2016/07/14,5:20:42,Thursday,5,Early Morning
4465,City,140,Cancelled,2016/07/14,8:39:54,2016/07/14,8:39:54,Thursday,8,Morning
1795,City,141,Cancelled,2016/07/12,9:03:00,2016/07/12,9:03:00,Tuesday,9,Morning
2049,Airport,141,Cancelled,2016/07/12,14:45:00,2016/07/12,14:45:00,Tuesday,14,Afternoon
2811,City,141,Cancelled,2016/07/13,5:05:37,2016/07/13,5:05:37,Wednesday,5,Early Morning
3171,Airport,141,Cancelled,2016/07/13,9:17:54,2016/07/13,9:17:54,Wednesday,9,Morning
4557,City,141,Cancelled,2016/07/14,9:42:41,2016/07/14,9:42:41,Thursday,9,Morning
5538,City,141,Cancelled,2016/07/15,5:28:23,2016/07/15,5:28:23,Friday,5,Early Morning
556,City,142,Cancelled,2016/07/11,10:11:00,2016/07/11,10:11:00,Monday,10,Morning
1854,City,142,Cancelled,2016/07/12,9:47:00,2016/07/12,9:47:00,Tuesday,9,Morning
1897,City,142,Cancelled,2016/07/12,10:23:00,2016/07/12,10:23:00,Tuesday,10,Morning
2537,City,142,Cancelled,2016/07/12,21:13:00,2016/07/12,21:13:00,Tuesday,21,Night
3053,City,142,Cancelled,2016/07/13,7:44:50,2016/07/13,7:44:50,Wednesday,7,Early Morning
3050,City,142,Cancelled,2016/07/13,7:48:06,2016/07/13,7:48:06,Wednesday,7,Early Morning
3110,City,142,Cancelled,2016/07/13,8:34:25,2016/07/13,8:34:25,Wednesday,8,Morning
5524,City,142,Cancelled,2016/07/15,5:13:29,2016/07/15,5:13:29,Friday,5,Early Morning
5714,City,142,Cancelled,2016/07/15,7:33:51,2016/07/15,7:33:51,Friday,7,Early Morning
5783,City,142,Cancelled,2016/07/15,8:30:14,2016/07/15,8:30:14,Friday,8,Morning
1982,City,143,Cancelled,2016/07/12,12:20:00,2016/07/12,12:20:00,Tuesday,12,Afternoon
5251,Airport,143,Cancelled,2016/07/14,21:17:51,2016/07/14,21:17:51,Thursday,21,Night
85,City,144,Cancelled,2016/07/11,4:47:00,2016/07/11,4:47:00,Monday,4,Early Morning
459,City,144,Cancelled,2016/07/11,9:17:00,2016/07/11,9:17:00,Monday,9,Morning
1507,City,144,Cancelled,2016/07/12,5:44:00,2016/07/12,5:44:00,Tuesday,5,Early Morning
4231,City,144,Cancelled,2016/07/14,5:56:33,2016/07/14,5:56:33,Thursday,5,Early Morning
4427,City,144,Cancelled,2016/07/14,8:22:53,2016/07/14,8:22:53,Thursday,8,Morning
5640,City,144,Cancelled,2016/07/15,6:42:26,2016/07/15,6:42:26,Friday,6,Early Morning
317,City,145,Cancelled,2016/07/11,7:29:00,2016/07/11,7:29:00,Monday,7,Early Morning
5581,City,145,Cancelled,2016/07/15,5:53:49,2016/07/15,5:53:49,Friday,5,Early Morning
6288,City,145,Cancelled,2016/07/15,18:17:50,2016/07/15,18:17:50,Friday,18,Evening
1267,City,146,Cancelled,2016/07/11,22:01:00,2016/07/11,22:01:00,Monday,22,Night
2026,Airport,146,Cancelled,2016/07/12,14:00:00,2016/07/12,14:00:00,Tuesday,14,Afternoon
2150,City,146,Cancelled,2016/07/12,17:16:00,2016/07/12,17:16:00,Tuesday,17,Evening
2389,City,146,Cancelled,2016/07/12,19:52:00,2016/07/12,19:52:00,Tuesday,19,Evening
954,Airport,147,Cancelled,2016/07/11,18:35:00,2016/07/11,18:35:00,Monday,18,Evening
2795,City,147,Cancelled,2016/07/13,4:55:29,2016/07/13,4:55:29,Wednesday,4,Early Morning
4184,City,147,Cancelled,2016/07/14,5:19:07,2016/07/14,5:19:07,Thursday,5,Early Morning
4563,City,147,Cancelled,2016/07/14,9:46:31,2016/07/14,9:46:31,Thursday,9,Morning
774,Airport,148,Cancelled,2016/07/11,16:28:00,2016/07/11,16:28:00,Monday,16,Afternoon
2777,City,148,Cancelled,2016/07/13,4:43:35,2016/07/13,4:43:35,Wednesday,4,Early Morning
2891,City,148,Cancelled,2016/07/13,5:52:52,2016/07/13,5:52:52,Wednesday,5,Early Morning
6377,City,148,Cancelled,2016/07/15,19:14:38,2016/07/15,19:14:38,Friday,19,Evening
1561,City,149,Cancelled,2016/07/12,6:14:00,2016/07/12,6:14:00,Tuesday,6,Early Morning
1888,City,149,Cancelled,2016/07/12,10:12:00,2016/07/12,10:12:00,Tuesday,10,Morning
4192,City,149,Cancelled,2016/07/14,5:25:52,2016/07/14,5:25:52,Thursday,5,Early Morning
4455,City,149,Cancelled,2016/07/14,8:33:35,2016/07/14,8:33:35,Thursday,8,Morning
4527,City,149,Cancelled,2016/07/14,9:27:26,2016/07/14,9:27:26,Thursday,9,Morning
4575,City,149,Cancelled,2016/07/14,9:54:33,2016/07/14,9:54:33,Thursday,9,Morning
1116,Airport,150,Cancelled,2016/07/11,20:25:00,2016/07/11,20:25:00,Monday,20,Evening
3061,City,150,Cancelled,2016/07/13,7:53:01,2016/07/13,7:53:01,Wednesday,7,Early Morning
4431,City,150,Cancelled,2016/07/14,8:23:45,2016/07/14,8:23:45,Thursday,8,Morning
227,Airport,151,Cancelled,2016/07/11,6:20:00,2016/07/11,6:20:00,Monday,6,Early Morning
1434,City,151,Cancelled,2016/07/12,4:43:00,2016/07/12,4:43:00,Tuesday,4,Early Morning
3040,City,151,Cancelled,2016/07/13,7:41:31,2016/07/13,7:41:31,Wednesday,7,Early Morning
4366,City,152,Cancelled,2016/07/14,7:29:14,2016/07/14,7:29:14,Thursday,7,Early Morning
4594,City,152,Cancelled,2016/07/14,10:07:14,2016/07/14,10:07:14,Thursday,10,Morning
358,City,153,Cancelled,2016/07/11,8:00:00,2016/07/11,8:00:00,Monday,8,Morning
865,Airport,153,Cancelled,2016/07/11,17:58:00,2016/07/11,17:58:00,Monday,17,Evening
4822,Airport,153,Cancelled,2016/07/14,17:20:42,2016/07/14,17:20:42,Thursday,17,Evening
5290,Airport,153,Cancelled,2016/07/14,21:50:06,2016/07/14,21:50:06,Thursday,21,Night
1202,Airport,154,Cancelled,2016/07/11,21:20:00,2016/07/11,21:20:00,Monday,21,Night
2840,City,154,Cancelled,2016/07/13,5:26:10,2016/07/13,5:26:10,Wednesday,5,Early Morning
5642,City,154,Cancelled,2016/07/15,6:51:43,2016/07/15,6:51:43,Friday,6,Early Morning
5788,City,154,Cancelled,2016/07/15,8:32:01,2016/07/15,8:32:01,Friday,8,Morning
5792,City,154,Cancelled,2016/07/15,8:38:12,2016/07/15,8:38:12,Friday,8,Morning
1172,Airport,155,Cancelled,2016/07/11,20:49:00,2016/07/11,20:49:00,Monday,20,Evening
5860,City,155,Cancelled,2016/07/15,9:13:49,2016/07/15,9:13:49,Friday,9,Morning
1245,Airport,156,Cancelled,2016/07/11,21:41:00,2016/07/11,21:41:00,Monday,21,Night
1544,City,157,Cancelled,2016/07/12,6:04:00,2016/07/12,6:04:00,Tuesday,6,Early Morning
4287,City,157,Cancelled,2016/07/14,6:33:14,2016/07/14,6:33:14,Thursday,6,Early Morning
4308,City,157,Cancelled,2016/07/14,6:48:59,2016/07/14,6:48:59,Thursday,6,Early Morning
5577,City,157,Cancelled,2016/07/15,5:55:28,2016/07/15,5:55:28,Friday,5,Early Morning
5760,City,157,Cancelled,2016/07/15,8:14:30,2016/07/15,8:14:30,Friday,8,Morning
5855,City,157,Cancelled,2016/07/15,9:06:46,2016/07/15,9:06:46,Friday,9,Morning
76,City,158,Cancelled,2016/07/11,4:45:00,2016/07/11,4:45:00,Monday,4,Early Morning
366,City,158,Cancelled,2016/07/11,8:04:00,2016/07/11,8:04:00,Monday,8,Morning
371,City,158,Cancelled,2016/07/11,8:07:00,2016/07/11,8:07:00,Monday,8,Morning
3564,Airport,158,Cancelled,2016/07/13,18:18:27,2016/07/13,18:18:27,Wednesday,18,Evening
181,City,159,Cancelled,2016/07/11,5:46:00,2016/07/11,5:46:00,Monday,5,Early Morning
1503,City,159,Cancelled,2016/07/12,5:39:00,2016/07/12,5:39:00,Tuesday,5,Early Morning
1863,City,159,Cancelled,2016/07/12,9:55:00,2016/07/12,9:55:00,Tuesday,9,Morning
175,City,160,Cancelled,2016/07/11,5:45:00,2016/07/11,5:45:00,Monday,5,Early Morning
1749,City,160,Cancelled,2016/07/12,8:33:00,2016/07/12,8:33:00,Tuesday,8,Morning
2781,City,160,Cancelled,2016/07/13,4:42:20,2016/07/13,4:42:20,Wednesday,4,Early Morning
319,City,161,Cancelled,2016/07/11,7:33:00,2016/07/11,7:33:00,Monday,7,Early Morning
439,City,161,Cancelled,2016/07/11,8:55:00,2016/07/11,8:55:00,Monday,8,Morning
4201,City,162,Cancelled,2016/07/14,5:32:02,2016/07/14,5:32:02,Thursday,5,Early Morning
736,City,163,Cancelled,2016/07/11,15:27:00,2016/07/11,15:27:00,Monday,15,Afternoon
929,Airport,163,Cancelled,2016/07/11,18:24:00,2016/07/11,18:24:00,Monday,18,Evening
1793,City,163,Cancelled,2016/07/12,9:13:00,2016/07/12,9:13:00,Tuesday,9,Morning
5926,City,163,Cancelled,2016/07/15,10:05:36,2016/07/15,10:05:36,Friday,10,Morning
345,City,164,Cancelled,2016/07/11,7:52:00,2016/07/11,7:52:00,Monday,7,Early Morning
1051,Airport,164,Cancelled,2016/07/11,19:44:00,2016/07/11,19:44:00,Monday,19,Evening
3213,City,164,Cancelled,2016/07/13,9:44:32,2016/07/13,9:44:32,Wednesday,9,Morning
3841,Airport,164,Cancelled,2016/07/13,21:33:23,2016/07/13,21:33:23,Wednesday,21,Night
4168,City,164,Cancelled,2016/07/14,5:05:31,2016/07/14,5:05:31,Thursday,5,Early Morning
4657,Airport,164,Cancelled,2016/07/14,12:00:32,2016/07/14,12:00:32,Thursday,12,Afternoon
5272,City,164,Cancelled,2016/07/14,21:30:10,2016/07/14,21:30:10,Thursday,21,Night
5765,City,164,Cancelled,2016/07/15,8:18:13,2016/07/15,8:18:13,Friday,8,Morning
261,City,165,Cancelled,2016/07/11,6:42:00,2016/07/11,6:42:00,Monday,6,Early Morning
525,City,165,Cancelled,2016/07/11,9:52:00,2016/07/11,9:52:00,Monday,9,Morning
1500,City,165,Cancelled,2016/07/12,5:32:00,2016/07/12,5:32:00,Tuesday,5,Early Morning
1640,City,165,Cancelled,2016/07/12,7:18:00,2016/07/12,7:18:00,Tuesday,7,Early Morning
2885,City,165,Cancelled,2016/07/13,5:54:55,2016/07/13,5:54:55,Wednesday,5,Early Morning
4386,City,165,Cancelled,2016/07/14,7:48:25,2016/07/14,7:48:25,Thursday,7,Early Morning
1190,Airport,166,Cancelled,2016/07/11,21:13:00,2016/07/11,21:13:00,Monday,21,Night
1549,City,166,Cancelled,2016/07/12,6:02:00,2016/07/12,6:02:00,Tuesday,6,Early Morning
2834,City,166,Cancelled,2016/07/13,5:22:30,2016/07/13,5:22:30,Wednesday,5,Early Morning
2862,City,166,Cancelled,2016/07/13,5:41:33,2016/07/13,5:41:33,Wednesday,5,Early Morning
3054,City,166,Cancelled,2016/07/13,7:48:31,2016/07/13,7:48:31,Wednesday,7,Early Morning
3405,Airport,166,Cancelled,2016/07/13,15:13:47,2016/07/13,15:13:47,Wednesday,15,Afternoon
4153,City,166,Cancelled,2016/07/14,4:59:16,2016/07/14,4:59:16,Thursday,4,Early Morning
5424,City,166,Cancelled,2016/07/15,2:13:08,2016/07/15,2:13:08,Friday,2,Mid Night
6561,Airport,166,Cancelled,2016/07/15,21:08:41,2016/07/15,21:08:41,Friday,21,Night
1623,City,167,Cancelled,2016/07/12,6:58:00,2016/07/12,6:58:00,Tuesday,6,Early Morning
2061,City,167,Cancelled,2016/07/12,15:05:00,2016/07/12,15:05:00,Tuesday,15,Afternoon
3183,City,167,Cancelled,2016/07/13,9:20:52,2016/07/13,9:20:52,Wednesday,9,Morning
240,City,168,Cancelled,2016/07/11,6:29:00,2016/07/11,6:29:00,Monday,6,Early Morning
1011,Airport,168,Cancelled,2016/07/11,19:08:00,2016/07/11,19:08:00,Monday,19,Evening
1755,City,168,Cancelled,2016/07/12,8:40:00,2016/07/12,8:40:00,Tuesday,8,Morning
1893,City,168,Cancelled,2016/07/12,10:17:00,2016/07/12,10:17:00,Tuesday,10,Morning
177,City,169,Cancelled,2016/07/11,5:48:00,2016/07/11,5:48:00,Monday,5,Early Morning
1162,Airport,169,Cancelled,2016/07/11,20:43:00,2016/07/11,20:43:00,Monday,20,Evening
1456,City,169,Cancelled,2016/07/12,4:56:00,2016/07/12,4:56:00,Tuesday,4,Early Morning
1472,City,169,Cancelled,2016/07/12,5:08:00,2016/07/12,5:08:00,Tuesday,5,Early Morning
3024,City,169,Cancelled,2016/07/13,7:32:06,2016/07/13,7:32:06,Wednesday,7,Early Morning
903,City,170,Cancelled,2016/07/11,18:14:00,2016/07/11,18:14:00,Monday,18,Evening
1969,Airport,170,Cancelled,2016/07/12,12:07:00,2016/07/12,12:07:00,Tuesday,12,Afternoon
3457,Airport,170,Cancelled,2016/07/13,17:00:06,2016/07/13,17:00:06,Wednesday,17,Evening
4567,City,170,Cancelled,2016/07/14,9:46:31,2016/07/14,9:46:31,Thursday,9,Morning
4696,Airport,170,Cancelled,2016/07/14,13:05:58,2016/07/14,13:05:58,Thursday,13,Afternoon
4695,City,170,Cancelled,2016/07/14,13:10:50,2016/07/14,13:10:50,Thursday,13,Afternoon
77,City,171,Cancelled,2016/07/11,4:46:00,2016/07/11,4:46:00,Monday,4,Early Morning
3118,City,171,Cancelled,2016/07/13,8:38:14,2016/07/13,8:38:14,Wednesday,8,Morning
3329,Airport,171,Cancelled,2016/07/13,12:24:55,2016/07/13,12:24:55,Wednesday,12,Afternoon
4403,City,171,Cancelled,2016/07/14,8:01:10,2016/07/14,8:01:10,Thursday,8,Morning
4406,City,171,Cancelled,2016/07/14,8:02:38,2016/07/14,8:02:38,Thursday,8,Morning
1828,City,172,Cancelled,2016/07/12,9:33:00,2016/07/12,9:33:00,Tuesday,9,Morning
3084,City,172,Cancelled,2016/07/13,8:12:16,2016/07/13,8:12:16,Wednesday,8,Morning
3890,Airport,172,Cancelled,2016/07/13,22:01:58,2016/07/13,22:01:58,Wednesday,22,Night
4410,City,172,Cancelled,2016/07/14,8:06:48,2016/07/14,8:06:48,Thursday,8,Morning
127,City,173,Cancelled,2016/07/11,5:10:00,2016/07/11,5:10:00,Monday,5,Early Morning
3355,Airport,173,Cancelled,2016/07/13,13:26:29,2016/07/13,13:26:29,Wednesday,13,Afternoon
86,City,174,Cancelled,2016/07/11,4:51:00,2016/07/11,4:51:00,Monday,4,Early Morning
550,City,174,Cancelled,2016/07/11,10:04:00,2016/07/11,10:04:00,Monday,10,Morning
2275,City,175,Cancelled,2016/07/12,18:34:00,2016/07/12,18:34:00,Tuesday,18,Evening
4399,City,175,Cancelled,2016/07/14,8:02:44,2016/07/14,8:02:44,Thursday,8,Morning
5598,City,175,Cancelled,2016/07/15,6:13:51,2016/07/15,6:13:51,Friday,6,Early Morning
293,City,176,Cancelled,2016/07/11,7:07:00,2016/07/11,7:07:00,Monday,7,Early Morning
355,City,176,Cancelled,2016/07/11,7:54:00,2016/07/11,7:54:00,Monday,7,Early Morning
683,Airport,176,Cancelled,2016/07/11,13:40:00,2016/07/11,13:40:00,Monday,13,Afternoon
1490,City,176,Cancelled,2016/07/12,5:21:00,2016/07/12,5:21:00,Tuesday,5,Early Morning
1796,City,176,Cancelled,2016/07/12,9:06:00,2016/07/12,9:06:00,Tuesday,9,Morning
4529,City,176,Cancelled,2016/07/14,9:30:05,2016/07/14,9:30:05,Thursday,9,Morning
4536,City,176,Cancelled,2016/07/14,9:39:29,2016/07/14,9:39:29,Thursday,9,Morning
433,City,177,Cancelled,2016/07/11,8:57:00,2016/07/11,8:57:00,Monday,8,Morning
1607,City,177,Cancelled,2016/07/12,6:41:00,2016/07/12,6:41:00,Tuesday,6,Early Morning
3189,City,177,Cancelled,2016/07/13,9:32:49,2016/07/13,9:32:49,Wednesday,9,Morning
4128,City,177,Cancelled,2016/07/14,4:42:38,2016/07/14,4:42:38,Thursday,4,Early Morning
4197,City,177,Cancelled,2016/07/14,5:27:13,2016/07/14,5:27:13,Thursday,5,Early Morning
4524,City,177,Cancelled,2016/07/14,9:26:12,2016/07/14,9:26:12,Thursday,9,Morning
5871,City,177,Cancelled,2016/07/15,9:23:40,2016/07/15,9:23:40,Friday,9,Morning
5912,City,177,Cancelled,2016/07/15,10:00:48,2016/07/15,10:00:48,Friday,10,Morning
2466,Airport,178,Cancelled,2016/07/12,20:34:00,2016/07/12,20:34:00,Tuesday,20,Evening
2886,City,178,Cancelled,2016/07/13,6:01:35,2016/07/13,6:01:35,Wednesday,6,Early Morning
5225,City,178,Cancelled,2016/07/14,21:06:59,2016/07/14,21:06:59,Thursday,21,Night
6505,City,178,Cancelled,2016/07/15,20:35:06,2016/07/15,20:35:06,Friday,20,Evening
2785,City,179,Cancelled,2016/07/13,4:50:41,2016/07/13,4:50:41,Wednesday,4,Early Morning
2806,City,179,Cancelled,2016/07/13,5:00:10,2016/07/13,5:00:10,Wednesday,5,Early Morning
4459,City,179,Cancelled,2016/07/14,8:37:33,2016/07/14,8:37:33,Thursday,8,Morning
5653,City,179,Cancelled,2016/07/15,6:58:27,2016/07/15,6:58:27,Friday,6,Early Morning
1650,City,180,Cancelled,2016/07/12,7:14:00,2016/07/12,7:14:00,Tuesday,7,Early Morning
3745,Airport,180,Cancelled,2016/07/13,20:27:16,2016/07/13,20:27:16,Wednesday,20,Evening
4796,Airport,180,Cancelled,2016/07/14,16:54:50,2016/07/14,16:54:50,Thursday,16,Afternoon
2119,City,181,Cancelled,2016/07/12,16:41:00,2016/07/12,16:41:00,Tuesday,16,Afternoon
3013,City,181,Cancelled,2016/07/13,7:31:04,2016/07/13,7:31:04,Wednesday,7,Early Morning
3126,City,181,Cancelled,2016/07/13,8:43:17,2016/07/13,8:43:17,Wednesday,8,Morning
4235,City,181,Cancelled,2016/07/14,5:51:55,2016/07/14,5:51:55,Thursday,5,Early Morning
105,City,182,Cancelled,2016/07/11,4:58:00,2016/07/11,4:58:00,Monday,4,Early Morning
1747,City,182,Cancelled,2016/07/12,8:27:00,2016/07/12,8:27:00,Tuesday,8,Morning
4134,City,182,Cancelled,2016/07/14,4:45:23,2016/07/14,4:45:23,Thursday,4,Early Morning
217,City,183,Cancelled,2016/07/11,6:12:00,2016/07/11,6:12:00,Monday,6,Early Morning
4478,City,183,Cancelled,2016/07/14,8:44:58,2016/07/14,8:44:58,Thursday,8,Morning
5248,City,183,Cancelled,2016/07/14,21:18:23,2016/07/14,21:18:23,Thursday,21,Night
6032,Airport,183,Cancelled,2016/07/15,13:00:41,2016/07/15,13:00:41,Friday,13,Afternoon
4206,City,184,Cancelled,2016/07/14,5:34:56,2016/07/14,5:34:56,Thursday,5,Early Morning
4387,City,184,Cancelled,2016/07/14,7:54:18,2016/07/14,7:54:18,Thursday,7,Early Morning
113,City,185,Cancelled,2016/07/11,5:09:00,2016/07/11,5:09:00,Monday,5,Early Morning
1558,City,185,Cancelled,2016/07/12,6:13:00,2016/07/12,6:13:00,Tuesday,6,Early Morning
2180,Airport,185,Cancelled,2016/07/12,17:42:00,2016/07/12,17:42:00,Tuesday,17,Evening
3661,Airport,185,Cancelled,2016/07/13,19:28:43,2016/07/13,19:28:43,Wednesday,19,Evening
378,City,186,Cancelled,2016/07/11,8:08:00,2016/07/11,8:08:00,Monday,8,Morning
790,Airport,186,Cancelled,2016/07/11,16:56:00,2016/07/11,16:56:00,Monday,16,Afternoon
1700,City,186,Cancelled,2016/07/12,7:58:00,2016/07/12,7:58:00,Tuesday,7,Early Morning
3788,Airport,186,Cancelled,2016/07/13,20:50:21,2016/07/13,20:50:21,Wednesday,20,Evening
480,City,187,Cancelled,2016/07/11,9:26:00,2016/07/11,9:26:00,Monday,9,Morning
1632,City,187,Cancelled,2016/07/12,7:06:00,2016/07/12,7:06:00,Tuesday,7,Early Morning
3101,City,187,Cancelled,2016/07/13,8:28:00,2016/07/13,8:28:00,Wednesday,8,Morning
5706,City,187,Cancelled,2016/07/15,7:38:04,2016/07/15,7:38:04,Friday,7,Early Morning
5772,City,188,Cancelled,2016/07/15,8:22:59,2016/07/15,8:22:59,Friday,8,Morning
129,City,189,Cancelled,2016/07/11,5:10:00,2016/07/11,5:10:00,Monday,5,Early Morning
3119,City,189,Cancelled,2016/07/13,8:35:33,2016/07/13,8:35:33,Wednesday,8,Morning
3228,City,189,Cancelled,2016/07/13,9:58:28,2016/07/13,9:58:28,Wednesday,9,Morning
1569,City,190,Cancelled,2016/07/12,6:21:00,2016/07/12,6:21:00,Tuesday,6,Early Morning
1820,City,190,Cancelled,2016/07/12,9:24:00,2016/07/12,9:24:00,Tuesday,9,Morning
1840,City,190,Cancelled,2016/07/12,9:37:00,2016/07/12,9:37:00,Tuesday,9,Morning
4323,City,190,Cancelled,2016/07/14,7:00:12,2016/07/14,7:00:12,Thursday,7,Early Morning
4346,City,190,Cancelled,2016/07/14,7:21:06,2016/07/14,7:21:06,Thursday,7,Early Morning
5785,City,190,Cancelled,2016/07/15,8:32:49,2016/07/15,8:32:49,Friday,8,Morning
6400,City,190,Cancelled,2016/07/15,19:18:51,2016/07/15,19:18:51,Friday,19,Evening
224,City,191,Cancelled,2016/07/11,6:17:00,2016/07/11,6:17:00,Monday,6,Early Morning
5913,City,191,Cancelled,2016/07/15,9:58:51,2016/07/15,9:58:51,Friday,9,Morning
1833,City,192,Cancelled,2016/07/12,9:34:00,2016/07/12,9:34:00,Tuesday,9,Morning
2902,City,192,Cancelled,2016/07/13,5:59:39,2016/07/13,5:59:39,Wednesday,5,Early Morning
4239,City,192,Cancelled,2016/07/14,5:56:04,2016/07/14,5:56:04,Thursday,5,Early Morning
265,City,193,Cancelled,2016/07/11,6:47:00,2016/07/11,6:47:00,Monday,6,Early Morning
833,Airport,193,Cancelled,2016/07/11,17:37:00,2016/07/11,17:37:00,Monday,17,Evening
3249,City,193,Cancelled,2016/07/13,10:13:59,2016/07/13,10:13:59,Wednesday,10,Morning
4226,City,193,Cancelled,2016/07/14,5:46:51,2016/07/14,5:46:51,Thursday,5,Early Morning
5867,City,193,Cancelled,2016/07/15,9:19:33,2016/07/15,9:19:33,Friday,9,Morning
684,City,194,Cancelled,2016/07/11,13:32:00,2016/07/11,13:32:00,Monday,13,Afternoon
718,City,194,Cancelled,2016/07/11,14:51:00,2016/07/11,14:51:00,Monday,14,Afternoon
4145,City,194,Cancelled,2016/07/14,4:56:49,2016/07/14,4:56:49,Thursday,4,Early Morning
5489,City,194,Cancelled,2016/07/15,4:52:39,2016/07/15,4:52:39,Friday,4,Early Morning
5651,City,194,Cancelled,2016/07/15,7:00:08,2016/07/15,7:00:08,Friday,7,Early Morning
290,City,195,Cancelled,2016/07/11,7:13:00,2016/07/11,7:13:00,Monday,7,Early Morning
1030,Airport,195,Cancelled,2016/07/11,19:14:00,2016/07/11,19:14:00,Monday,19,Evening
3062,City,195,Cancelled,2016/07/13,7:50:36,2016/07/13,7:50:36,Wednesday,7,Early Morning
5635,City,195,Cancelled,2016/07/15,6:43:04,2016/07/15,6:43:04,Friday,6,Early Morning
5828,City,195,Cancelled,2016/07/15,9:00:06,2016/07/15,9:00:06,Friday,9,Morning
2823,City,196,Cancelled,2016/07/13,5:15:44,2016/07/13,5:15:44,Wednesday,5,Early Morning
4558,City,196,Cancelled,2016/07/14,9:51:06,2016/07/14,9:51:06,Thursday,9,Morning
5494,City,196,Cancelled,2016/07/15,4:56:11,2016/07/15,4:56:11,Friday,4,Early Morning
5501,City,196,Cancelled,2016/07/15,5:07:36,2016/07/15,5:07:36,Friday,5,Early Morning
526,City,197,Cancelled,2016/07/11,9:46:00,2016/07/11,9:46:00,Monday,9,Morning
1887,City,197,Cancelled,2016/07/12,10:08:00,2016/07/12,10:08:00,Tuesday,10,Morning
2944,City,197,Cancelled,2016/07/13,6:33:43,2016/07/13,6:33:43,Wednesday,6,Early Morning
4413,City,197,Cancelled,2016/07/14,8:07:44,2016/07/14,8:07:44,Thursday,8,Morning
4420,City,197,Cancelled,2016/07/14,8:13:50,2016/07/14,8:13:50,Thursday,8,Morning
5486,City,197,Cancelled,2016/07/15,4:51:17,2016/07/15,4:51:17,Friday,4,Early Morning
6010,City,197,Cancelled,2016/07/15,12:25:21,2016/07/15,12:25:21,Friday,12,Afternoon
277,City,198,Cancelled,2016/07/11,6:59:00,2016/07/11,6:59:00,Monday,6,Early Morning
2148,City,198,Cancelled,2016/07/12,17:22:00,2016/07/12,17:22:00,Tuesday,17,Evening
